Date,Average Prediction (12days after),Historical
2023-10-16,56.04374694824219,53.00791931152344
2023-10-17,56.461305463072776,53.64286422729492
2023-10-18,56.97333572390393,53.62302017211914
2023-10-19,57.471026641607104,53.920650482177734
2023-10-20,57.980039504408744,54.138912200927734
2023-10-23,58.54348822816233,53.65278625488281
2023-10-24,59.087851182102696,55.20045852661133
2023-10-25,59.53522615427632,55.676666259765625
2023-10-26,59.954874168788116,55.339351654052734
2023-10-27,60.40033842620406,54.80362319946289
2023-10-30,60.87749595776259,55.7064323425293
2023-10-31,61.349871998808894,56.04374694824219
