Date,Average Prediction (12days after),Historical
2023-10-16,10.845416069030762,12.221030235290527
2023-10-17,10.948654364432208,12.420393943786621
2023-10-18,11.042648321424206,12.151251792907715
2023-10-19,11.13305439155203,11.742555618286133
2023-10-20,11.216680662240844,11.463445663452148
2023-10-23,11.329237717202878,11.154430389404297
2023-10-24,11.418941155209511,11.114557266235352
2023-10-25,11.531504720990045,10.905224800109863
2023-10-26,11.656557032258206,10.865352630615234
2023-10-27,11.799621272213301,10.665987968444824
2023-10-30,11.861866969441818,10.965034484863281
2023-10-31,11.976894977089039,10.845416069030762
