Date,Average Prediction (12days after),Historical
2023-10-16,98.61000061035156,102.11000061035156
2023-10-17,99.41969105884465,102.62999725341797
2023-10-18,100.45464739242011,100.30999755859375
2023-10-19,101.35572713431287,97.66000366210938
2023-10-20,102.24817906779572,96.04000091552734
2023-10-23,102.93478149182185,97.22000122070312
2023-10-24,104.05282426088932,96.80999755859375
2023-10-25,105.14568481632386,94.81999969482422
2023-10-26,106.0279604893106,95.56999969482422
2023-10-27,106.87041021303132,95.12000274658203
2023-10-30,107.7706802000038,96.31999969482422
2023-10-31,108.72710014714885,98.61000061035156
