Date,Average Prediction (12days after),Historical
2023-10-16,24.489999771118164,26.270000457763672
2023-10-17,24.685574095937454,26.219999313354492
2023-10-18,24.924245607786673,25.520000457763672
2023-10-19,25.205717265626827,25.15999984741211
2023-10-20,25.414913464733374,24.959999084472656
2023-10-23,25.62413156569279,24.6299991607666
2023-10-24,25.844612441037697,24.65999984741211
2023-10-25,26.091285923974045,24.350000381469727
2023-10-26,26.243374398381103,24.040000915527344
2023-10-27,26.508052569722608,23.739999771118164
2023-10-30,26.71292408537319,24.030000686645508
2023-10-31,26.919045349193922,24.489999771118164
