Date,Average Prediction (12days after),Historical
2023-10-16,9.90999984741211,9.760000228881836
2023-10-17,9.982236249123842,10.039999961853027
2023-10-18,10.06376940590799,10.09000015258789
2023-10-19,10.130180030559842,10.119999885559082
2023-10-20,10.214846608581023,9.949999809265137
2023-10-23,10.278812699219358,10.010000228881836
2023-10-24,10.356224596849797,10.09000015258789
2023-10-25,10.451989525658286,9.819999694824219
2023-10-26,10.551409385151715,9.710000038146973
2023-10-27,10.612679579389617,9.600000381469727
2023-10-30,10.706563569937435,9.729999542236328
2023-10-31,10.817367096051887,9.90999984741211
