Date,Average Prediction (12days after),Historical
2023-10-16,5373.0,5418.0
2023-10-17,5416.670889938054,5457.0
2023-10-18,5469.78478757289,5425.0
2023-10-19,5518.977586735954,5296.0
2023-10-20,5558.924847187964,5312.0
2023-10-23,5602.573490119472,5239.0
2023-10-24,5660.097133185286,5318.0
2023-10-25,5705.656068065487,5382.0
2023-10-26,5751.018785358623,5343.0
2023-10-27,5792.417095718879,5419.0
2023-10-30,5853.700544811346,5363.0
2023-10-31,5900.176783349245,5373.0
