Date,Average Prediction (12days after),Historical
2023-10-16,24.549999237060547,26.299999237060547
2023-10-17,24.75917283711445,26.299999237060547
2023-10-18,24.981649170110867,25.600000381469727
2023-10-19,25.191900996527156,25.229999542236328
2023-10-20,25.39268888931115,25.010000228881836
2023-10-23,25.61342351190428,24.729999542236328
2023-10-24,25.77998727819041,24.770000457763672
2023-10-25,26.002217980539513,24.450000762939453
2023-10-26,26.242007543990702,24.1200008392334
2023-10-27,26.49683659826237,23.850000381469727
2023-10-30,26.63611118498612,24.110000610351562
2023-10-31,26.865877864681465,24.549999237060547
