Date,Average Prediction (12days after),Historical
2023-10-16,26.13143539428711,26.776288986206055
2023-10-17,26.291176350387147,27.40130043029785
2023-10-18,26.53962909465655,27.093753814697266
2023-10-19,26.677187343284054,26.746524810791016
2023-10-20,27.01582997117815,26.101673126220703
2023-10-23,27.15280086332744,25.36753273010254
2023-10-24,27.37547944250282,25.26832389831543
2023-10-25,27.603913187419995,25.34769058227539
2023-10-26,27.74828295706698,25.913177490234375
2023-10-27,27.90079773392348,24.970699310302734
2023-10-30,28.229858869292098,25.486581802368164
2023-10-31,28.360170920099122,26.13143539428711
