Date,Average Prediction (12days after),Historical
2023-10-16,100.7083740234375,96.59214782714844
2023-10-17,102.4380513156355,97.47703552246094
2023-10-18,103.65586530505898,95.379150390625
2023-10-19,105.58297300564412,92.16769409179688
2023-10-20,106.31633137995725,89.71188354492188
2023-10-23,107.32960825695281,89.86101531982422
2023-10-24,108.27498423046266,88.68778991699219
2023-10-25,109.50643039004203,88.45912170410156
2023-10-26,110.7041737169841,88.99601745605469
2023-10-27,111.73440443112722,97.17875671386719
2023-10-30,112.86696002453242,99.96268463134766
2023-10-31,112.21517296455455,100.7083740234375
