Date,Average Prediction (12days after),Historical
2023-10-16,34.779998779296875,36.70000076293945
2023-10-17,35.172552050460276,36.810001373291016
2023-10-18,35.62056954221033,35.599998474121094
2023-10-19,35.909540951253035,35.41999816894531
2023-10-20,36.19311203854854,35.27000045776367
2023-10-23,36.5557206452972,34.189998626708984
2023-10-24,36.77143247367035,35.20000076293945
2023-10-25,37.05630418739167,34.790000915527344
2023-10-26,37.332386023234896,34.439998626708984
2023-10-27,37.62560677624728,34.380001068115234
2023-10-30,37.890976977763174,35.029998779296875
2023-10-31,38.15441569198486,34.779998779296875
